Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,130.0,5.0,1.28,2.25,0,0,1,1,0,17,42874.599
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,136.0,5.0,1.28,25.75,1,0,0,1,0,5,18539.225156
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,1.28,6.75,0,0,1,0,1,14,29827.050742
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,1.28,6.25,1,0,0,0,1,9,32512.616204
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,1.28,5.1,1,0,0,0,1,11,40389.115
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,1.28,10.75,1,0,0,1,0,15,41010.486
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,70.0,5.0,1.28,5.7,1,0,0,0,1,8,47037.784700000004
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,105.0,5.0,1.28,5.95,1,0,0,0,1,11,26718.953
Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,1.28,2.4,1,0,0,0,1,12,26536.269926
Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,100.0,7.0,1.28,3.49,1,0,0,0,1,11,21747.985
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,80.0,5.0,1.28,4.0,0,0,1,1,0,13,33770.271108
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,1.28,3.85,1,0,0,0,1,11,52195.164
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,1.28,3.95,0,0,1,1,0,14,39331.541558
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,1.28,3.0,0,0,1,0,1,11,46633.272179
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,1.28,6.7,0,0,1,0,1,6,15060.168927
Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,1.28,6.14,0,0,1,0,1,8,14146.753557
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,1.28,4.4,0,0,1,1,0,12,36039.518000000004
Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,74.0,5.0,1.28,4.25,1,0,0,0,1,7,35418.147
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,402.0,5.0,1.28,25.93,0,0,1,1,0,14,31168.590731
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,118.0,5.0,1.28,7.0,1,0,0,0,1,8,27961.695
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,1.28,25.12,1,0,0,1,0,7,42451.445349
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,1.28,4.45,0,0,1,0,1,7,19082.924781
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,90.0,5.0,1.28,2.4,1,0,0,0,1,13,23784.217767000002
Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,1.28,4.33,1,0,0,0,1,12,71457.665
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,1.28,6.93,0,0,1,1,0,7,29110.609979
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,90.0,5.0,1.28,4.25,1,0,0,0,1,10,39767.744
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,1.28,12.5,1,0,0,1,0,14,81351.755433
Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,82.0,5.0,1.28,4.9,0,0,1,0,1,9,9320.565
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,90.0,5.0,1.28,4.5,1,0,0,0,1,10,20331.25912
Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,1.28,3.0,0,0,1,0,1,8,7767.1375
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,82.0,5.0,1.28,5.8,0,0,1,1,0,9,37157.9858
Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,1.28,3.33,0,0,1,0,1,13,33685.143281
Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,1.28,6.62,1,0,0,1,0,9,38675.373782
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,1.28,5.75,1,0,0,0,1,9,33554.034
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,1.28,6.2,1,0,0,0,1,12,40389.115
Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,1.28,3.5,0,0,1,1,0,9,34175.405
Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,1.28,2.0,0,0,1,0,1,14,44117.341
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,1.28,4.0,1,0,0,0,1,12,43495.97
Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,1.28,9.5,0,0,1,1,0,13,32932.663
BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,184.0,5.0,1.28,17.5,1,0,0,1,0,11,26718.953
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,1.28,6.11,0,0,1,1,0,9,33554.034
Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,1.28,3.75,0,0,1,0,1,10,31689.921000000002
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,1.28,6.2,1,0,0,0,1,17,48466.938
Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,1.28,6.15,1,0,0,0,1,10,15534.275
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,1.28,2.4,0,0,1,0,1,12,7829.2746
Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,75.0,5.0,1.28,2.15,1,0,0,0,1,15,49709.68
Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,82.0,5.0,1.28,3.75,0,0,1,0,1,8,13048.791
Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,70.0,5.0,1.28,2.15,0,0,1,0,1,13,19883.872
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,1.28,4.75,0,0,1,0,1,9,31068.55
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,1.28,2.45,0,0,1,0,1,14,29515.1225
Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,1.28,11.15,0,0,1,0,1,7,4660.2825
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,1.28,8.9,1,0,0,1,0,8,42354.511473
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,1.28,4.35,1,0,0,0,1,10,37903.631
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,1.28,12.0,1,0,0,0,1,9,62137.1
BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,181.0,5.0,1.28,8.5,1,0,0,1,0,15,38214.3165
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,1.28,4.27,0,0,1,0,1,7,26646.252593
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,1.28,4.25,1,0,0,0,1,12,60272.987
Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,170.0,5.0,1.28,9.25,0,0,1,1,0,14,24559.688775
Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,1.28,8.61,1,0,0,0,1,7,21986.591464
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,261.0,7.0,1.28,28.0,1,0,0,1,0,14,28583.066
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,1.28,9.25,1,0,0,0,1,6,20001.311119
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,1.28,8.6,1,0,0,1,0,8,16777.017
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,74.0,5.0,1.28,7.53,0,0,1,0,1,6,14126.248314
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,1.28,5.75,1,0,0,0,1,10,36040.760742
Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,1.28,4.15,0,0,1,1,0,12,19573.1865
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,1.28,5.84,0,0,1,0,1,7,19220.869143
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,1.28,16.5,1,0,0,1,0,12,16832.94039
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,1.28,43.0,1,0,0,1,0,9,18330.4445
Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,1.28,3.55,0,0,1,0,1,11,27961.695
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,1.28,8.9,0,0,1,0,1,6,7264.448361
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,90.0,5.0,1.28,2.5,1,0,0,0,1,18,75185.891
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,110.0,5.0,1.28,3.85,1,0,0,0,1,14,73369.623567
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,1.28,7.5,0,0,1,1,0,12,22555.7673
Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,61.0,5.0,1.28,1.8,0,0,1,0,1,19,55923.39
Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,68.0,5.0,1.28,2.25,1,0,0,0,1,14,48466.938
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,1.28,24.25,1,0,0,1,0,9,26097.582
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,74.0,5.0,1.28,4.35,0,0,1,0,1,9,16777.017
BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,1.28,11.5,1,0,0,1,0,12,13670.162
Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,1.28,4.75,0,0,1,0,1,10,30447.179
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,90.0,5.0,1.28,4.99,1,0,0,0,1,12,26470.4046
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,1.28,9.15,0,0,1,1,0,6,7949.820574
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1631.552572706935,113.80314403717087,5.0,1.28,2.35,0,0,1,0,1,18,77671.375
Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,152.0,5.0,1.28,13.99,0,0,1,1,0,10,54709.231066
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,1.28,19.75,1,0,0,1,0,10,4970.968
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,140.0,7.0,1.28,16.77,1,0,0,1,0,6,51411.615169
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,63.0,7.0,1.28,2.5,1,0,0,0,1,18,119924.603
Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,1.28,3.65,0,0,1,1,0,11,4349.597
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,1.28,23.5,1,0,0,1,0,12,37282.26
Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,1.28,3.11,0,0,1,0,1,7,23612.098
Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,1.28,4.57,0,0,1,0,1,11,35010.527624
Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,80.0,5.0,1.28,5.32,0,0,1,0,1,10,11096.443318
Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,1.28,3.2,0,0,1,0,1,12,32932.663
Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,74.0,5.0,1.28,5.63,1,0,0,0,1,8,42194.819126
Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,1.28,3.0,0,0,1,0,1,9,11806.049
BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,190.0,5.0,1.28,9.25,1,0,0,1,0,14,41631.857
Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,70.0,5.0,1.28,1.2,1,0,0,0,1,13,49709.68
Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,1.28,2.15,0,0,1,0,1,9,37903.631
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,1.28,3.05,1,0,0,0,1,14,24233.469
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,1.28,11.5,0,0,1,1,0,10,36660.889
Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,1.28,2.3,0,0,1,0,1,16,50288.176401
Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,1.28,4.95,0,0,1,0,1,8,21126.614
Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,1.28,4.75,1,0,0,0,1,11,80778.23
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,1.28,10.15,1,0,0,0,1,6,32547.41298
Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,75.0,5.0,1.28,2.65,0,0,1,0,1,13,27340.324
Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,1.28,3.8,1,0,0,0,1,9,52195.164
Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,1.28,16.68,0,0,1,1,0,7,25909.306587
Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,1.28,5.0,1,0,0,0,1,10,101283.473
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,1.28,3.75,0,0,1,0,1,13,26097.582
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,21.27,1396.0,88.76,5.0,1.28,4.11,1,0,0,0,1,11,80156.859
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,18.16,1196.0,86.8,5.0,1.28,4.25,0,0,1,0,1,9,20008.1462
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,10.5,2835.0,107.2,6.0,1.28,3.45,1,0,0,0,1,20,80156.859
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,17.11,1968.0,174.33,5.0,1.28,22.5,1,0,0,1,0,10,24854.84
Toyota Innova 2.0 E,Delhi,2006,150000,First,12.4,1998.0,132.0,8.0,1.28,4.5,0,0,1,0,1,18,93205.65
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,15.26,1150.0,74.9,5.0,1.28,0.9,0,0,1,0,1,17,86991.94
Hyundai Getz GLS,Hyderabad,2006,63181,First,15.3,1341.0,83.0,5.0,1.28,1.85,0,0,1,0,1,18,39258.841151
Honda Amaze S i-Dtech,Kolkata,2013,39575,First,25.8,1498.0,98.6,5.0,1.28,3.25,1,0,0,0,1,11,24590.757325
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,22.7,1498.0,89.84,5.0,1.28,7.34,1,0,0,0,1,10,43728.362754
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,20.14,1498.0,88.5,5.0,1.28,4.25,1,0,0,0,1,9,16314.716976
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,18.6,1197.0,81.86,5.0,1.28,6.45,0,0,1,0,1,8,8363.65366
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,12.8,2494.0,102.0,8.0,1.28,10.75,1,0,0,0,1,13,75807.262
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,15.26,2143.0,203.2,5.0,1.28,27.75,1,0,0,1,0,9,36405.505519
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,17.3,1061.0,64.0,5.0,1.28,0.99,0,0,1,0,1,19,71457.665
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,12.62,2198.0,158.0,7.0,1.28,24.0,1,0,0,1,0,8,46602.825
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,18.6,1197.0,81.86,5.0,1.28,6.1,0,0,1,0,1,8,18822.570332
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,17.5,1199.0,88.7,5.0,1.28,8.25,0,0,1,0,1,7,20037.972008
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,16.47,1198.0,73.9,5.0,1.28,4.65,0,0,1,0,1,11,45981.454
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,13.7,1997.0,153.86,5.0,1.28,9.75,0,0,1,0,1,10,34858.9131
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,18.9,1197.0,81.86,5.0,1.28,4.4,0,0,1,0,1,10,38105.576575
Maruti Swift Dzire VXI,Kolkata,2014,33000,First,19.1,1197.0,85.8,5.0,1.28,3.99,0,0,1,0,1,10,20505.243
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993.0,258.0,5.0,1.28,45.73,1,0,0,1,0,8,11240.60139
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,22.7,1498.0,89.84,5.0,1.28,5.27,1,0,0,0,1,10,44359.675690000004
Honda City i DTec V,Ahmedabad,2016,67000,First,26.0,1498.0,98.6,5.0,1.28,7.25,1,0,0,0,1,8,41631.857
Tata Indigo LS,Chennai,2008,99000,Second,17.0,1405.0,70.0,5.0,1.28,1.6,1,0,0,0,1,16,61515.729
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,19.01,1461.0,108.45,5.0,1.28,6.0,1,0,0,0,1,10,88234.682
Hyundai i10 Sportz,Chennai,2010,26966,First,20.36,1197.0,78.9,5.0,1.28,3.0,0,0,1,0,1,14,16755.890386
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,18.7,1199.0,88.7,5.0,1.28,4.95,0,0,1,0,1,9,17167.237988
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,23.65,1248.0,88.5,5.0,1.28,8.99,1,0,0,0,1,8,51261.243387
Honda Accord VTi-L MT,Mumbai,2007,86000,Third,11.9,2354.0,144.0,5.0,1.28,1.85,0,0,1,0,1,17,53437.906
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,16.47,1198.0,73.9,5.0,1.28,6.16,0,0,1,0,1,8,16765.210951
Maruti Ritz VDi,Hyderabad,2010,110471,First,21.1,1248.0,73.9,5.0,1.28,3.5,1,0,0,0,1,14,68643.475741
Honda Amaze S Petrol,Jaipur,2014,69000,First,19.5,1199.0,88.76,5.0,1.28,4.5,0,0,1,0,1,10,42874.599
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,18.6,1197.0,81.83,5.0,1.28,7.75,0,0,1,0,1,7,7456.452
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,20.45,1461.0,83.8,5.0,1.28,6.6,1,0,0,0,1,10,48156.2525
Hyundai Grand i10 Magna,Kochi,2014,48031,First,18.9,1197.0,82.0,5.0,1.28,4.98,0,0,1,0,1,10,29845.070501000002
BMW 3 Series 320d Highline,Chennai,2008,170000,Third,16.07,1995.0,181.0,5.0,1.28,9.75,1,0,0,1,0,16,105633.07
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,22.7,1498.0,89.84,5.0,1.28,5.55,1,0,0,0,1,10,43225.673615
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,21.5,1498.0,108.5,5.0,1.28,10.3,1,0,0,1,0,8,28267.409532
Honda Accord 2.4 AT,Chennai,2011,85000,Second,11.7,2354.0,177.6,5.0,1.28,7.5,0,0,1,1,0,13,52816.535
Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,14.49,1399.0,92.7,5.0,1.28,1.8,0,0,1,0,1,16,34735.881642
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,16.2,1199.0,74.0,5.0,1.28,6.25,0,0,1,0,1,7,11495.3635
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,14.95,2489.0,93.7,7.0,1.28,6.8,1,0,0,0,1,9,80622.88725
Hyundai i10 Magna AT,Hyderabad,2009,50902,First,19.2,1197.0,80.0,5.0,1.28,3.0,0,0,1,1,0,15,31629.026642
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,15.1,2179.0,140.0,7.0,1.28,11.6,1,0,0,0,1,9,52645.657975
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,22.7,1582.0,126.24,5.0,1.28,6.95,1,0,0,0,1,11,24854.84
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,14.3,1798.0,160.0,5.0,1.28,3.5,0,0,1,0,1,14,37282.26
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,18.9,1197.0,81.86,5.0,1.28,5.5,0,0,1,0,1,10,20813.443016
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,18.6,1197.0,81.83,5.0,1.28,5.65,0,0,1,0,1,9,15534.275
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,18.2,1248.0,73.8,8.0,1.28,3.25,1,0,0,0,1,11,44117.341
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,14.3,1598.0,103.6,5.0,1.28,7.72,0,0,1,1,0,9,12940.672446
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582.0,126.2,5.0,1.28,12.0,1,0,0,0,1,8,26249.196524
Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,25.44,936.0,57.6,5.0,1.28,1.55,1,0,0,0,1,11,61265.937858
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,11.5,2982.0,171.0,7.0,1.28,10.75,1,0,0,0,1,13,38587.1391
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,18.6,1197.0,81.83,5.0,1.28,6.72,0,0,1,0,1,8,27488.210298
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,12.07,2967.0,241.4,7.0,1.28,28.55,1,0,0,1,0,12,57006.439653
Porsche Panamera Diesel,Bangalore,2013,19828,Second,17.85,2967.0,300.0,4.0,1.28,75.0,1,0,0,1,0,11,12320.544188
Honda City i VTEC VX,Hyderabad,2016,36891,First,17.8,1497.0,117.3,5.0,1.28,10.49,0,0,1,0,1,8,22922.997561
Mahindra Quanto C4,Hyderabad,2012,90049,First,17.21,1493.0,100.0,7.0,1.28,3.8,1,0,0,0,1,12,55953.837179
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,16.55,1968.0,140.0,5.0,1.28,18.5,1,0,0,1,0,12,45982.696742
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,12.37,2359.0,198.25,5.0,1.28,6.0,0,0,1,1,0,11,25476.211
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,22.32,1582.0,126.32,5.0,1.28,5.5,1,0,0,0,1,12,51995.082538
Maruti Wagon R LXI BS IV,Pune,2010,91000,First,18.9,998.0,67.1,5.0,1.28,2.3,0,0,1,0,1,14,56544.761
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,24.52,1248.0,88.5,7.0,1.28,8.7,1,0,0,0,1,8,31068.55
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,24.4,1120.0,71.01,5.0,1.28,4.95,1,0,0,0,1,9,36039.518000000004
Maruti Swift VDI,Jaipur,2012,80000,First,22.9,1248.0,74.0,5.0,1.28,4.25,1,0,0,0,1,12,49709.68
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,16.0,2179.0,140.0,7.0,1.28,10.94,1,0,0,0,1,7,25656.40859
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,22.48,1995.0,190.0,5.0,1.28,21.26,1,0,0,1,0,11,40389.115
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,14.28,1798.0,138.03,5.0,1.28,11.5,0,0,1,0,1,8,10234.601741
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,22.54,1396.0,88.73,5.0,1.28,6.0,1,0,0,0,1,9,33764.678769
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,18.15,1198.0,82.0,6.0,1.28,4.1,0,0,1,0,1,8,14928.438275
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,24.7,796.0,47.3,5.0,1.28,2.01,0,0,1,0,1,11,14929.681017
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,15.7,1172.0,67.0,5.0,1.28,2.6,0,0,1,0,1,14,36828.65917
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,18.9,998.0,67.1,5.0,1.28,2.35,0,0,1,0,1,12,24854.84
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,9.5,2835.0,118.6,6.0,1.28,9.15,1,0,0,0,1,12,96664.200986
Honda Brio EX MT,Chennai,2013,42320,First,19.4,1198.0,86.8,5.0,1.28,2.9,0,0,1,0,1,11,26296.420720000002
